,Title,Location,City,Company,Salary_Range,Salary_Avg,Summary,BOS,CHI,DC,HOU,NY,SF
116,Associate Research Scientist,"New York, NY",NY,        New York University,81k-100k,90.5,"Associate Research Scientist*. The Data Scientist/Engineer will be part of an application development group of clinicians, scientists and engineers....",0.0,0.0,0.0,0.0,1.0,0.0
117,Statistician- Pharmaceutical Marketing Analytics,"New York, NY 10017 (Midtown area)",NY,        IMS Health,81k-100k,90.5,"Experience working with doctor-level and patient-level data, experience with medical claims data and managed care data (plan / payer data) is a plus....",0.0,0.0,0.0,0.0,1.0,0.0
118,Data Scientist/Predictive Modeller,"New York, NY",NY,    Oliver James Associates,81k-100k,90.5,Big Data Analytics. Continuously research new methods for analyzing data. The Data Management group serves as a group of internal consultants for any area of...,0.0,0.0,0.0,0.0,1.0,0.0
119,Data Scientist,"New York, NY",NY,        RangTech,81k-100k,90.5,"Web analytics, Data mining techniques application for large data. Experience in data visualization and presentation....",0.0,0.0,0.0,0.0,1.0,0.0
120,Research Analyst Associate,"New York, NY",NY,    GlobeTax,81k-100k,90.5,Highly motivated with a determination to comprehensively affirm the validity of data and thoroughly research a variety of sources....,0.0,0.0,0.0,0.0,1.0,0.0
121,Data Scientist,"New York, NY",NY,        Jobspring Partners,81k-100k,90.5,"A leading marketing and technology agency here in Boston is looking to add a Data Scientist to its team. They are working on many products, and this team is...",0.0,0.0,0.0,0.0,1.0,0.0
122,Quantitative Analyst,"New York, NY",NY,    GinasTechJobs.com,81k-100k,90.5,Experience working with large data sets. Seeking world-class Researchers and Engineers who are obsessive about data analysis and the pursuit of its greatest...,0.0,0.0,0.0,0.0,1.0,0.0
123,Data Scientist,"New York, NY",NY,    Dataminr,81k-100k,90.5,"You're a dedicated data scientist who wants nothing more than to help us sort, analyze and deliver relevant information from terabytes of unstructured data in...",0.0,0.0,0.0,0.0,1.0,0.0
124,"Data Scientist, Natural Language Processing","New York, NY 10154 (Midtown area)",NY,        KPMG,81k-100k,90.5,"KPMG is currently seeking a Data Scientist, to join our Advanced Data Analytics team in our New York, NY office....",0.0,0.0,0.0,0.0,1.0,0.0
125,Data Scientist,"New York, NY",NY,        OnDeck,81k-100k,90.5,"As a Data Scientist at OnDeck, you will:. Combine real time systems coding with data analysis. Propose, build, maintain, and deploy code for data science apps...",0.0,0.0,0.0,0.0,1.0,0.0
126,Senior Data Analyst,"New York, NY 10173 (Midtown area)",NY,        Undertone,81k-100k,90.5,"Perform data analytics, data quality analysis and data manipulation on large datasets using a variety of tools to transform data into actionable insights....",0.0,0.0,0.0,0.0,1.0,0.0
127,Data Scientist,"New York, NY",NY,    CompIQ,81k-100k,90.5,We're looking for a highly analytical data scientist who's creative and willing to explore just how far data can really take us and set into motion the...,0.0,0.0,0.0,0.0,1.0,0.0
128,Bioinformatics Engineer - Center for Molecular Oncology,"New York, NY",NY,        Memorial Sloan Kettering,81k-100k,90.5,"This will involve end-to-end processing that integrates existing tools as well as development of custom methods for data mining, annotation and analytics....",0.0,0.0,0.0,0.0,1.0,0.0
129,Data Scientist,"New York, NY",NY,    Elevate Recruiting Group,81k-100k,90.5,"Machine Learning, Data Mining. Making use of the Data Warehouse, which is one of the media industrys largest data warehouse environments....",0.0,0.0,0.0,0.0,1.0,0.0
130,Business Intelligence Analyst,"New York, NY 10018 (Clinton area)",NY,        Quartet,81k-100k,90.5,"We are a team of engineers, data scientists, and clinicians, finding solutions for a broken healthcare system....",0.0,0.0,0.0,0.0,1.0,0.0
131,Junior Quantitative Analyst - Global Portfolio Solutions,"New York, NY",NY,        Voya Financial,81k-100k,90.5,Thoughtful process of analyzing data and problem solving data to reach a well-reasoned solution. Assist other team members with analytical and programming...,0.0,0.0,0.0,0.0,1.0,0.0
132,Statistical Pairs Trading Position,"Carnegie Hill, NY",NY,        T3 Trading Group LLC,81k-100k,90.5,Statistical Pairs Trading and Convergence Position We are currently hiring proprietary traders for our selective Pairs Trading Group. The pair trade or pairs,0.0,0.0,0.0,0.0,1.0,0.0
133,Sr. Data Analyst,"New York, NY",NY,        NYU Langone Medical Center,81k-100k,90.5,We are open to considering advanced and early-career data scientists. Cultivate deep familiarity with methodological approaches and data from diverse sources...,0.0,0.0,0.0,0.0,1.0,0.0
134,Statistician: Pharmaceutical Marketing Analytics,"New York, NY",NY,        QuintilesIMS,81k-100k,90.5,"Experience working with doctor-level and patient-level data, experience with medical claims data and managed care data (plan / payer data) is a plus....",0.0,0.0,0.0,0.0,1.0,0.0
135,Data Scientist,"New York, NY 10014 (West Village area)",NY,        Squarespace,81k-100k,90.5,"Explore data, communicate findings, and develop ways to help people throughout the company use the data they need....",0.0,0.0,0.0,0.0,1.0,0.0
136,Mid-Level Data Scientist,"New York, NY 10017 (Midtown area)",NY,        Workbridge Associates,81k-100k,90.5,The company capitalizes on alternative data that has proven to provide better fraud prediction capability....,0.0,0.0,0.0,0.0,1.0,0.0
137,Senior Data Scientist,"New York, NY 10034 (Inwood area)",NY,        FIS,81k-100k,90.5,Senior Data Scientist. Capco is looking for Senior Data Scientists. And rewarding role as a Senior Data Scientist....,0.0,0.0,0.0,0.0,1.0,0.0
138,CFA - Research Analyst,"New York, NY",NY,    Critical Positioning (Recruiting on behalf Client...,81k-100k,90.5,"A Fundamental Equity Research Analyst...a generalist who, at a minimum, has completed the 1st part of his/her CFA. We want someone with at least five years",0.0,0.0,0.0,0.0,1.0,0.0
139,"Quantitative Analyst, Public Finance","New York, NY",NY,        Fitch Ratings,81k-100k,90.5,"Managing department data; Analyzing financial, debt, and other issuer-specific data. Strong numbers and data background and thorough familiarity with...",0.0,0.0,0.0,0.0,1.0,0.0
140,Full Stack Machine Learning Engineer,"New York, NY",NY,    Wade & Wendy,81k-100k,90.5,"Working in a highly interdisciplinary environment, you will conceptualize new product features with designers, productionize modules from data scientists, and...",0.0,0.0,0.0,0.0,1.0,0.0
141,Data Scientist - Business Analytics,"New York, NY",NY,        OnDeck,81k-100k,90.5,"As a Data Scientist at OnDeck, you will:. Join our team of crack data scientists, business intelligence analysts, engineers as we work to understand small...",0.0,0.0,0.0,0.0,1.0,0.0
142,Lead Data Scientist,"Jersey City, NJ",NY,        Verisk Analytics,81k-100k,90.5,"Lead Data Scientist – Insurance Analytics. Independently executes data analysis and modeling projects from project/sample design, reception and processing of...",0.0,0.0,0.0,0.0,1.0,0.0
143,"Data Scientist, IKU","Summit, NJ 07901",NY,        Celgene Corporation,81k-100k,90.5,"S/he will have experience working with a variety of data sources, such as clinical trial data, electronic health record data, insurance claims data, and disease...",0.0,0.0,0.0,0.0,1.0,0.0
144,Tableau Analyst,"New York, NY 10173 (Midtown area)",NY,        Undertone,81k-100k,90.5,"Perform data analytics, data quality analysis and data manipulation on large datasets using a variety of tools to transform data into actionable insights....",0.0,0.0,0.0,0.0,1.0,0.0
145,Data Analyst/Scientist,"New York, NY 10018 (Clinton area)",NY,    Insticator Inc,81k-100k,90.5,Insticator is seeking an innovative Data Scientist to join our New York team! Drive the collection of new data and the refinement of existing data sources....,0.0,0.0,0.0,0.0,1.0,0.0
146,Senior Data Scientist - Verticals,"New York, NY",NY,        Bloomberg,81k-100k,90.5,Our Machine Learning team is looking for an experienced data scientist to join and contribute to building innovative legal research products using Natural...,0.0,0.0,0.0,0.0,1.0,0.0
147,Research Analyst - Digital Transformation,"New York, NY",NY,    Lux Research,81k-100k,90.5,"Driven by proprietary primary research, not just publicly available data. Produce written research reports, including creative visual depictions of data and...",0.0,0.0,0.0,0.0,1.0,0.0
148,"Managing Scientist, NYC Program","New York, NY 10001 (Chelsea area)",NY,        The Nature Conservancy,81k-100k,90.5,"Managing Scientist, NYC Program. Experience manipulating, analyzing and interpreting statistical or environmental data....",0.0,0.0,0.0,0.0,1.0,0.0
149,Statistical Analyst - Marketing,"New York, NY 10036",NY,    Computing Concepts Inc.,81k-100k,90.5,"The candidate is to report to and collaborate with VP, Digital Analytics to enhance the Firmwide Digital Analytics Program – The Center of Excellence – through...",0.0,0.0,0.0,0.0,1.0,0.0
150,Client Services Manager (New York),"New York, NY",NY,        BuzzFeed,81k-100k,90.5,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,...",0.0,0.0,0.0,0.0,1.0,0.0
151,"Software Engineer, Machine Learning","New York, NY",NY,        Facebook,81k-100k,90.5,"Machine learning, recommendation systems, pattern recognition, data mining or artificial intelligence. The position will involve taking these skills and...",0.0,0.0,0.0,0.0,1.0,0.0
152,Market Research Analyst; Online Insights,"New York, NY",NY,        1010data,81k-100k,90.5,1010data is a highly differentiated product that is becoming the industry standard for Big Data Discovery and Data Sharing....,0.0,0.0,0.0,0.0,1.0,0.0
153,Research Scientist,"New York, NY",NY,        NYU Langone Medical Center,81k-100k,90.5,May develop protocol for the collection and quality of research data. We have an exciting opportunity to join our team as a Research Scientist....,0.0,0.0,0.0,0.0,1.0,0.0
154,"Analyst, Research IT Support","New York, NY 10065 (Upper East Side area)",NY,        Gemological Institute of America,81k-100k,90.5,"Experience in data sciences and digital image development. Supports Research database operations, including conversion of scientific data file formats,...",0.0,0.0,0.0,0.0,1.0,0.0
155,Research Analyst,"New York, NY",NY,        Moody's Analytics,81k-100k,90.5,Knowledge of statistical analysis of financial & econometric time series and familiarity with financial/economic data sources and databases....,0.0,0.0,0.0,0.0,1.0,0.0
156,Analyst Primary Research,"New York, NY",NY,        The Economist Group,81k-100k,90.5,"This includes managing/directing internal support teams who manage the implementation of the research (survey programming, fielding and data tabulations) as...",0.0,0.0,0.0,0.0,1.0,0.0
157,Computational Scientist-NYC,"New York, NY",NY,        Riverside Research,81k-100k,90.5,"Compiles and evaluates test data, prepares technical analysis, recommends methods and processes required to meet design objectives on new or improved products...",0.0,0.0,0.0,0.0,1.0,0.0
158,Quantitative Analyst,"New York, NY",NY,        Michael Page US,81k-100k,90.5,"Ability to extract, aggregate and prepare data for analysis. Implement data mining techniques to leverage databases for use in a variety of products/tools....",0.0,0.0,0.0,0.0,1.0,0.0
159,Applied Machine Learning Engineer - Communications Systems,"New York, NY",NY,        Bloomberg,81k-100k,90.5,"Job Requisition Number: 55013 Internal Systems develops products that drive the day-to-day workflow of Bloomberg’s internal functions such as sales, customer",0.0,0.0,0.0,0.0,1.0,0.0
160,Data Scientist,"Jersey City, NJ",NY,    Cavalier IT Inc,81k-100k,90.5,About us: Founded over a decade ago; Cavalier is a Women & Minority-Owned Certified Professional Staffing organization in the NY Metro area. Cavalier IT’s,0.0,0.0,0.0,0.0,1.0,0.0
161,Quantitative Analyst,"New York, NY",NY,    Next Step Systems,81k-100k,90.5,"Quantitative Analyst, New York City, NY New York City NY Jobs, Quantitative Analyst, C/C++, Java, New York Recruiters, Information Technology Jobs,",0.0,0.0,0.0,0.0,1.0,0.0
162,"ICG Client Analytics, Full Time Associate Statistician (Nort...","New York, NY",NY,        Citi,81k-100k,90.5,The team has developed an analytical platform to aggregate multiple internal and external data sources and integrate the data by client on multiple dimensions...,0.0,0.0,0.0,0.0,1.0,0.0
163,Variant Scientist,"New York, NY 10005 (Financial District area)",NY,    Celmatix,81k-100k,90.5,"Data management expertise (including scientific, genetics/genomic and/or medical data). 2+ years experience working with data in a clinical setting....",0.0,0.0,0.0,0.0,1.0,0.0
164,Senior Revenue Cycle Systems Analyst,"New York, NY",NY,        NYU Langone Medical Center,81k-100k,90.5,"Analyzes data requirements for system upgrades. And Hassenfeld Children’s Hospital, a comprehensive pediatric hospital supporting a full array of children’s...",0.0,0.0,0.0,0.0,1.0,0.0
165,Data Scientist / Lead Quantitative Analyst,"New York, NY",NY,        Guidepoint Global,81k-100k,90.5,Join Guidepoint’s newly-formed Data & Analytics group and help spearhead the development of our growing data offerings....,0.0,0.0,0.0,0.0,1.0,0.0
